Name,ERA,IP,Age,FIP,xFIP,K_rate,BB_rate,K_9,BB_9,H_9,HR_9,last_name
Shohei Ohtani,1.5,12.0,30,2.76,3.29,0.27699999999999997,0.064,9.75,2.25,6.75,0.75,Ohtani
Joey Lucchesi,1.93,14.0,32,1.09,1.94,0.309,0.036000000000000004,10.93,1.29,7.07,0.0,Lucchesi
Jimmy Herget,2.89,53.0,31,3.94,4.66,0.188,0.079,7.3,3.06,9.0,0.85,Herget
Ryan Feltner,4.75,30.1,28,4.35,4.4,0.185,0.08900000000000001,7.42,3.56,9.79,1.19,Feltner
Chase Burns,6.65,21.2,22,3.79,2.9,0.35,0.11,14.54,4.57,9.97,1.66,Burns
Jameson Taillon,4.44,95.1,33,5.17,4.27,0.191,0.052000000000000005,6.99,1.89,8.12,2.08,Taillon
Ronny Henriquez,3.0,48.0,25,3.95,3.49,0.324,0.098,12.38,3.75,7.13,1.5,Henriquez
Charlie Morton,5.48,95.1,41,4.76,4.28,0.22699999999999998,0.10300000000000001,9.35,4.25,9.63,1.42,Morton
Jorge Lopez,6.57,24.2,32,3.46,4.38,0.16,0.066,6.2,2.55,9.12,0.36,Lopez
Slade Cecconi,3.76,69.1,26,4.56,4.08,0.209,0.07,7.79,2.6,8.44,1.56,Cecconi
Camilo Doval,2.89,43.2,27,3.48,3.98,0.23600000000000002,0.135,8.66,4.95,5.98,0.41,Doval
Wandy Peralta,3.47,46.2,33,3.61,3.79,0.20600000000000002,0.113,8.1,4.44,8.1,0.58,Peralta
Bailey Ober,5.28,92.0,29,5.3,4.88,0.182,0.054000000000000006,7.24,2.15,10.57,2.05,Ober
Kumar Rocker,5.66,55.2,25,4.66,4.05,0.195,0.073,7.76,2.91,9.7,1.46,Rocker
Max Kranick,3.65,37.0,27,3.9,4.24,0.16899999999999998,0.034,6.08,1.22,8.27,1.22,Kranick
Angel Zerpa,3.7,41.1,25,3.63,3.27,0.225,0.081,8.49,3.05,8.49,0.87,Zerpa
Jared Koenig,3.86,42.0,31,3.74,3.93,0.225,0.073,8.57,2.79,9.0,1.07,Koenig
Gordon Graceffo,5.11,24.2,25,2.69,3.79,0.214,0.049,8.03,1.82,7.66,0.36,Graceffo
David Festa,5.4,53.1,25,4.84,4.38,0.231,0.083,8.94,3.21,8.27,1.69,Festa
Shawn Dubin,1.33,20.1,29,3.78,4.12,0.222,0.086,7.97,3.1,7.08,0.89,Dubin
Yariel Rodriguez,2.29,51.0,28,3.92,3.91,0.25,0.083,8.47,2.82,5.12,1.06,Rodriguez
Drew Pomeranz,2.3,27.1,36,3.64,4.44,0.25,0.08900000000000001,9.22,3.29,6.26,0.66,Pomeranz
Taylor Rogers,2.56,31.2,34,3.98,4.3,0.243,0.129,9.66,5.12,7.96,0.85,Rogers
Grant Anderson,2.74,49.1,28,3.62,3.78,0.251,0.099,9.3,3.65,6.2,0.91,Anderson
Brant Hurter,2.98,48.1,26,3.88,4.1,0.242,0.107,9.68,4.28,8.19,0.74,Hurter
Ben Lively,3.22,44.2,33,4.55,5.14,0.163,0.084,5.84,3.02,7.66,1.21,Lively
Ryne Stanek,4.15,34.2,33,3.58,4.57,0.242,0.115,9.87,4.67,9.09,0.78,Stanek
Sam Bachman,4.5,14.0,25,2.52,3.69,0.217,0.083,8.36,3.21,7.71,0.0,Bachman
Brandon Eisert,4.81,43.0,27,4.19,3.8,0.243,0.057999999999999996,9.63,2.3,9.84,1.47,Eisert
Matt Festa,5.02,28.2,32,3.23,4.39,0.17800000000000002,0.076,6.59,2.83,7.53,0.31,Festa
Ryan Bergert,2.84,31.2,25,4.26,4.6,0.231,0.10800000000000001,8.53,3.98,6.25,1.14,Bergert
Martin Perez,3.15,20.0,34,3.74,4.96,0.217,0.133,8.1,4.95,6.3,0.45,Perez
Hunter Gaddis,3.51,41.0,27,3.68,3.69,0.264,0.092,10.1,3.51,8.34,1.1,Gaddis
Yennier Cano,4.54,35.2,31,3.57,3.2,0.243,0.079,9.34,3.03,9.34,1.01,Cano
Juan Mejia,4.63,35.0,24,3.92,4.01,0.228,0.087,8.74,3.34,8.49,1.03,Mejia
Mike Burrows,4.7,46.0,25,4.7,4.09,0.23600000000000002,0.094,9.39,3.72,9.0,1.57,Burrows
A.J. Minter,1.64,11.0,31,1.91,3.13,0.318,0.114,11.45,4.09,4.91,0.0,Minter
Garrett Cleavinger,2.48,36.1,31,3.86,3.11,0.33299999999999996,0.068,12.14,2.48,6.19,1.49,Cleavinger
Colin Rea,4.06,102.0,34,4.97,4.49,0.171,0.063,6.44,2.38,9.09,1.68,Rea
Jake Irvin,4.81,119.2,28,5.21,4.71,0.16399999999999998,0.08,6.32,3.08,8.87,1.65,Irvin
Jeff Hoffman,4.78,43.1,32,4.15,2.67,0.34299999999999997,0.063,12.46,2.28,7.27,2.08,Hoffman
Daysbel Hernandez,2.1,30.0,28,3.69,5.03,0.24,0.192,9.0,7.2,4.5,0.0,Hernandez
Tyler Gilbert,3.07,29.1,31,4.01,4.51,0.25,0.125,9.2,4.6,5.83,0.92,Gilbert
Chase Lee,3.31,35.1,26,3.49,3.62,0.25,0.059000000000000004,8.66,2.04,6.88,1.02,Lee
Kenley Jansen,3.28,35.2,37,4.24,4.44,0.235,0.07400000000000001,8.83,2.78,7.57,1.51,Jansen
Ryan Yarbrough,3.9,55.1,33,4.7,4.21,0.217,0.075,7.97,2.77,7.81,1.63,Yarbrough
Bryan Baker,4.04,42.1,30,4.04,2.86,0.325,0.065,11.69,2.34,7.87,1.91,Baker
Jordan Leasure,4.14,37.0,26,4.69,4.15,0.263,0.132,10.7,5.35,8.76,1.46,Leasure
Frankie Montas,4.62,25.1,32,4.55,3.81,0.215,0.055999999999999994,8.17,2.13,9.59,1.78,Montas
Anthony Bender,1.91,42.1,30,3.8,4.43,0.196,0.10099999999999999,7.02,3.61,5.1,0.64,Bender
Isaac Mattson,2.53,21.1,29,3.94,4.13,0.282,0.094,10.13,3.38,5.48,1.27,Mattson
Cade Gibson,2.59,31.1,27,3.67,3.93,0.168,0.076,6.32,2.87,7.76,0.57,Gibson
Braxton Ashcraft,2.63,24.0,25,3.34,4.17,0.192,0.106,7.5,4.13,9.0,0.38,Ashcraft
Steven Cruz,2.77,39.0,26,3.73,4.04,0.21600000000000003,0.078,7.62,2.77,6.0,0.92,Cruz
Kolby Allard,2.9,40.1,27,4.16,5.09,0.121,0.057999999999999996,4.69,2.23,10.26,0.89,Allard
Jakob Junis,3.43,42.0,32,3.71,4.52,0.17600000000000002,0.071,6.86,2.79,9.64,0.64,Junis
Joey Cantillo,3.91,46.0,25,4.07,3.29,0.295,0.12,11.54,4.7,8.02,1.37,Cantillo
Ian Hamilton,3.96,38.2,30,3.95,4.14,0.259,0.127,9.54,4.66,6.05,0.93,Hamilton
Jalen Beeks,4.39,41.0,31,3.7,3.85,0.22899999999999998,0.08800000000000001,8.56,3.29,7.02,0.88,Beeks
Luis Garcia,4.5,34.0,38,3.65,3.76,0.196,0.115,7.68,4.5,9.79,0.53,Garcia
Aaron Civale,4.76,58.2,30,5.16,5.33,0.16399999999999998,0.09,6.44,3.53,9.05,1.53,Civale
Jesus Tinoco,5.12,19.1,30,3.97,5.0,0.125,0.1,4.66,3.72,7.91,0.47,Tinoco
Collin Snider,5.47,26.1,29,3.66,3.99,0.20199999999999999,0.05,8.2,2.05,10.94,1.03,Snider
Ian Seymour,0.0,7.2,26,2.57,4.52,0.16699999999999998,0.067,5.87,2.35,5.87,0.0,Seymour
Justin Lawrence,0.79,11.1,30,2.56,3.75,0.341,0.136,11.91,4.76,3.97,0.0,Lawrence
DL Hall,2.16,25.0,26,3.77,4.86,0.16699999999999998,0.125,5.76,4.32,3.6,0.36,Hall
Sean Manaea,2.19,12.1,33,3.5,2.84,0.36,0.08,13.14,2.92,5.84,1.46,Manaea
David Morgan,2.25,24.0,25,3.43,3.9,0.247,0.09300000000000001,9.0,3.38,7.13,0.75,Morgan
Matt Svanson,3.12,26.0,26,3.4,4.06,0.24,0.08,8.31,2.77,4.5,0.69,Svanson
Brent Suter,3.19,48.0,35,4.18,4.32,0.172,0.066,6.38,2.44,7.69,1.13,Suter
Andrew Kittredge,3.62,27.1,35,3.46,3.61,0.225,0.063,8.23,2.3,7.57,0.99,Kittredge
Hogan Harris,4.35,41.1,28,4.06,4.5,0.23399999999999999,0.13,9.8,5.44,9.36,0.87,Harris
Tobias Myers,4.5,22.0,26,4.14,4.85,0.175,0.09699999999999999,7.36,4.09,11.05,0.82,Myers
Hayden Wesneski,4.5,32.0,27,4.78,3.71,0.221,0.046,8.16,1.69,8.16,1.97,Wesneski
J.T. Ginn,4.5,38.0,26,4.86,3.07,0.26899999999999996,0.063,10.18,2.37,9.24,2.13,Ginn
Zack Kelly,5.56,22.2,30,3.62,3.92,0.243,0.087,9.93,3.57,9.53,0.79,Kelly
Aaron Nola,6.16,49.2,32,5.03,3.62,0.23600000000000002,0.073,9.42,2.9,10.69,1.99,Nola
Hunter Harvey,0.0,5.1,30,0.47,1.31,0.41200000000000003,0.0,11.81,0.0,1.69,0.0,Harvey
Michael Kopech,0.0,7.0,29,2.52,3.8,0.276,0.138,10.29,5.14,3.86,0.0,Kopech
Evan Phillips,0.0,5.2,30,2.03,2.56,0.273,0.091,9.53,3.18,6.35,0.0,Phillips
Lazaro Estrada,2.25,4.0,26,1.09,1.84,0.28600000000000003,0.0,9.0,0.0,4.5,0.0,Estrada
Chris Devenski,2.38,11.1,34,2.83,4.41,0.2,0.067,7.15,2.38,5.56,0.0,Devenski
Jackson Perkins,2.87,15.2,25,2.97,3.37,0.3,0.1,10.34,3.45,4.6,0.57,Perkins
Danny Young,4.32,8.1,31,1.41,1.59,0.35100000000000003,0.081,14.04,3.24,9.72,0.0,Young
Caleb Boushley,4.83,31.2,31,3.44,3.54,0.233,0.045,8.81,1.71,9.95,1.14,Boushley
Tyler Kinley,5.91,45.2,34,4.25,4.59,0.233,0.126,9.46,5.12,8.08,0.99,Kinley
Austin Gomber,6.03,34.1,31,5.19,5.4,0.127,0.044000000000000004,5.24,1.83,13.11,1.83,Gomber
Paul Blackburn,7.71,18.2,31,4.16,4.69,0.161,0.075,7.23,3.38,14.46,0.96,Blackburn
Jared Shuster,8.04,15.2,26,2.9,4.71,0.146,0.061,6.89,2.87,15.51,0.0,Shuster
Tomoyuki Sugano,4.54,103.0,35,5.3,4.74,0.142,0.057999999999999996,5.5,2.27,9.87,1.75,Sugano
Huascar Brazoban,3.78,50.0,35,4.13,4.17,0.245,0.12300000000000001,9.0,4.5,6.3,0.9,Brazoban
Mike Vasil,2.53,64.0,25,4.61,5.04,0.17300000000000001,0.125,6.61,4.78,6.33,0.7,Vasil
Kirby Yates,4.45,30.1,38,4.11,3.17,0.331,0.092,12.76,3.56,8.31,1.78,Yates
Andrew Heaney,5.03,102.0,34,5.34,4.64,0.17,0.08,6.53,3.09,8.74,1.76,Heaney
Antonio Senzatela,6.41,98.1,30,5.31,5.0,0.11199999999999999,0.073,4.76,3.11,13.36,1.46,Senzatela
Victor Vodnik,3.0,30.0,25,4.09,3.99,0.23600000000000002,0.134,9.0,5.1,7.5,0.9,Vodnik
Greg Weissert,3.09,43.2,30,4.22,4.26,0.19,0.087,7.21,3.3,8.04,1.03,Weissert
Keegan Akin,3.32,38.0,30,4.3,4.48,0.233,0.11,9.0,4.26,8.53,1.18,Akin
Calvin Faucher,4.03,38.0,29,4.01,3.94,0.22399999999999998,0.09699999999999999,8.76,3.79,8.53,0.95,Faucher
Mason Fluharty,5.25,36.0,23,3.84,4.14,0.252,0.106,9.5,4.0,7.0,1.0,Fluharty
Hector Neris,6.43,21.0,36,4.09,4.01,0.293,0.12,11.57,4.71,8.57,1.29,Neris
Luke Weaver,2.65,37.1,31,4.11,4.34,0.262,0.076,9.16,2.65,4.82,1.45,Weaver
Cole Sulser,3.21,14.0,35,3.02,3.37,0.22399999999999998,0.069,8.36,2.57,9.64,0.64,Sulser
Ryan Pressly,3.52,38.1,36,4.08,4.23,0.156,0.09,6.1,3.52,9.86,0.7,Pressly
Joey Wentz,5.71,41.0,27,4.61,4.91,0.191,0.11699999999999999,7.9,4.83,9.66,1.1,Wentz
Ryan Burr,0.0,2.0,31,1.59,3.08,0.375,0.125,13.5,4.5,4.5,0.0,Burr
Konnor Pilkington,0.0,3.0,27,0.43,1.92,0.444,0.0,12.0,0.0,0.0,0.0,Pilkington
Andre Granillo,1.08,8.1,25,3.09,5.24,0.09699999999999999,0.065,3.24,2.16,5.4,0.0,Granillo
Blake Snell,2.0,9.0,32,4.87,6.86,0.087,0.174,4.0,8.0,10.0,0.0,Snell
Andrew Chafin,2.45,18.1,35,3.75,4.34,0.213,0.138,8.35,5.4,8.35,0.49,Chafin
Ryan Weathers,3.28,24.2,25,4.43,4.14,0.225,0.078,8.39,2.92,6.57,1.46,Weathers
Bryan Hoeing,3.38,8.0,28,2.97,4.64,0.139,0.083,5.63,3.38,10.13,0.0,Hoeing
Will Klein,3.72,9.2,25,3.3,4.07,0.292,0.16699999999999998,13.03,7.45,9.31,0.0,Klein
Josh Simpson,3.75,12.0,27,3.43,3.46,0.28800000000000003,0.135,11.25,5.25,6.0,0.75,Simpson
Yimi Garcia,3.86,21.0,34,3.81,3.78,0.278,0.133,10.71,5.14,5.57,0.86,Garcia
Justin Martinez,4.11,15.1,23,4.01,4.03,0.32799999999999996,0.179,12.91,7.04,4.11,0.59,Martinez
Connor Brogdon,4.45,28.1,30,4.4,4.83,0.209,0.096,7.62,3.49,6.99,1.27,Brogdon
Kyle Harrison,4.56,23.2,23,4.32,3.82,0.25,0.09,9.51,3.42,7.99,1.52,Harrison
Paul Sewald,4.7,15.1,35,4.07,4.15,0.29,0.065,10.57,2.35,8.22,1.76,Sewald
